id,title,cast,release_year,duration_int,duration_type,mean_rating
ds56,"mcfarland, usa","kevin costner, maria bello, morgan saylor, martha higareda, michael aguero, sergio avelar",2015,131.0,min,3.4708835341365463
ds57,rookie of the year,"thomas ian nicholas, gary busey, albert hall, amy morton, dan hedaya, eddie bracken",1993,104.0,min,3.4970355731225298
ds58,thumbelina,"gino conforti, barbara cook, jodi benson, will ryan, june foray, kenneth mars",1994,87.0,min,3.590717299578059
ds59,pj masks,"kyle breitkopf, jacob ursomarzo, addison holley",2015,5.0,season,3.511482254697286
ds60,the wild life of dr. ole,,2021,1.0,season,3.493449781659389
ds61,lost cities with albert lin: the great flood,dr. albert yu-min lin,2021,44.0,min,3.5771739130434783
ds62,megacity of the maya warriors,albert lin,2021,44.0,min,3.5064102564102564
ds63,apollo: back to the moon,"bill anders, jack clemons, fred haise, glynn lunney, jay barbree, brad vinikow",2019,1.0,season,3.4819277108433737
ds64,just beyond,"mckenna grace, lexi underwood, cedric joe, tim heidecker, riki lindhome, nasim pedrad",2021,1.0,season,3.5592672413793105
ds65,secrets of the zoo: down under,naomi watts,2020,2.0,season,3.6224696356275303
ds66,secrets of the zoo: north carolina,,2020,1.0,season,3.5535331905781584
ds67,the wizard of paws,,2021,1.0,season,3.492827868852459
ds68,zombies: addison's moonstone mystery,,2020,1.0,season,3.573469387755102
ds69,just roll with it: you decide live!,"tobie windham, suzi barrett, ramon reed, kaylin hayman, jc currais, raven-symoné",2019,52.0,min,3.5042462845010616
ds70,mickey's tale of two witches,"bret iwan, kaitlyn robrock, bill farmer, daniel ross, tress macneille, jim cummings",2021,47.0,min,3.4931906614785992
ds71,muppets haunted mansion,"dave goelz, bill barretta, will arnett, taraji p. henson, yvette nicole brown, darren criss",2021,53.0,min,3.4873949579831933
ds72,the most magical story on earth: 50 years of walt disney world,"whoopi goldberg, christina aguilera, halle bailey, orlando philharmonic orchestra, anthony anderson, tom brady",2021,85.0,min,3.5821782178217823
ds73,under wraps,"malachi barton, christian j. simon, sophia hammons, melanie brook, brent stait, jordana largy",2021,92.0,min,3.5447154471544717
ds74,among the stars,chris cassidy,2021,1.0,season,3.540289256198347
ds75,black widow,"scarlett johansson, florence pugh, david harbour, o-t fagbenle, rachel weisz, ray winstone",2021,135.0,min,3.55
ds76,drain the oceans,russell boulter,2017,4.0,season,3.5843253968253967
ds77,drain the oceans: the mississippi river & arctic war,kerry shale,2021,1.0,season,3.481798715203426
ds78,fauci,"dr. anthony fauci, bono, george w. bush, peter staley",2021,105.0,min,3.4622448979591836
ds79,impact with gal gadot,gal gadot,2021,1.0,season,3.52880658436214
ds80,the ghost and molly mcgee,"ashly burch, dana snyder",2021,1.0,season,3.5595238095238093
ds81,alvin and the chipmunks,"jason lee, david cross, cameron richardson, jane lynch, justin long, matthew gray gubler",2007,91.0,min,3.5335429769392035
ds82,alvin and the chipmunks: the road chip,"jason lee, tony hale, kimberly williams-paisley, josh green, bella thorne, uzo aduba",2015,92.0,min,3.561122244488978
ds83,lego star wars terrifying tales,"jake green, raphael alejandro, dana snyder, tony hale, christian slater, trevor devall",2021,47.0,min,3.5076923076923077
ds84,maleficent,"angelina jolie, sharlto copley, elle fanning, sam riley, imelda staunton, juno temple",2014,99.0,min,3.5020242914979756
ds85,the scariest story ever: a mickey mouse halloween spooktacular,"chris diamantopoulos, tony anselmo, tress macneille, bill farmer, russi taylor",2017,22.0,min,3.558455114822547
ds86,disney vampirina,"isabella crovetti, lauren graham, james van der beek, jordan davis, wanda sykes, mitchell whitfield",2017,3.0,season,3.572639225181598
ds87,disney's magic bake-off,"issac ryan brown, dara reneé, graciela gomez",2021,1.0,season,3.6104294478527605
ds88,great barrier reef,don halbert,2020,1.0,season,3.5725108225108224
ds89,ready for preschool,,2019,2.0,season,3.517391304347826
ds90,rolie polie olie,"cole caplan, kristen bone, robert smith, catherine disher, adrian truss, len carlson",1998,5.0,season,3.507847533632287
ds91,star wars galaxy of sounds,,2021,1.0,season,3.445744680851064
ds92,the hatcher family dairy,,2021,1.0,season,3.5672097759674135
ds93,the simpsons,"dan castellaneta, julie kavner, nancy cartwright, yeardley smith, hank azaria, pamela hayden",1989,32.0,season,3.627659574468085
ds94,a spark story,"apthon corbin, louis gonzales",2021,88.0,min,3.537974683544304
ds95,spooky buddies,"tucker albrizzi, diedrich bader, ameko eks mass carroll, max charles, tim conway, jennifer elise cox",2011,93.0,min,3.5426439232409384
ds96,the fault in our stars,"shailene woodley, ansel elgort, laura dern, sam trammell, nat wolff, willem dafoe",2014,127.0,min,3.6495633187772927
ds97,dog: impossible,matt beisner,2019,2.0,season,3.492407809110629
ds98,spidey and his amazing friends,"benjamin valic, lily sanfelippo, jakari fraser, dee bradley baker, melanie minichino",2021,1.0,season,3.504149377593361
ds99,star wars: visions,,2021,1.0,season,3.48728813559322
ds100,confessions of a shopaholic,"isla fisher, hugh dancy, joan cusack, john goodman, john lithgow, kristin scott thomas",2009,106.0,min,3.55765407554672
ds101,descendants: royal wedding,"dove cameron, sofia carson, booboo stewart, mitchell hope, sarah jeffery, melanie paxson",2021,22.0,min,3.4913793103448274
ds102,disney's broadway hits at london's royal albert hall,"john barrowman, ashley brown, merle dandridge, trevor dion nicholas, jade ewen, alton fitzgerald white",2016,116.0,min,3.432819383259912
ds103,flooded tombs of the nile,devin e. haqq,2021,44.0,min,3.517353579175705
ds104,jade eyed leopard,jeremy irons,2020,44.0,min,3.441787941787942
ds105,nona,,2021,9.0,min,3.5030425963488843
ds106,smoky mountain park rangers,peter jessop,2021,42.0,min,3.661290322580645
ds107,life below zero,"chip hailstone, agnes hailstone, sue aikens, andy bassich",2012,16.0,season,3.466202783300199
ds108,miraculous: tales of ladybug & cat noir,"cristina vee, bryce papenbrook, keith silverstein, mela lee, max mittelman, carrie keranen",2015,1.0,season,3.5031315240083507
ds109,unknown waters with jeremy wade,jeremy wade,2021,1.0,season,3.4802197802197803
ds110,far away from raven’s home,"raven-symoné, issac ryan brown, navia robinson, jason maybaum, sky katz, anneliese van der pol",2021,11.0,min,3.398907103825137
ds111,pirates of the caribbean: on stranger tides,"johnny depp, penélope cruz, ian mcshane, geoffrey rush, kevin r. mcnally, sam claflin",2011,140.0,min,3.5596707818930042
ds112,twenty something,"kaylin price, ariana brown, aliyah taylor, janelle lasalle, napoleon highbrou",2021,11.0,min,3.5780933062880322
ds113,"doogie kamealoha, m.d.","peyton elizabeth lee, emma meisel, matthew sato, wes tian, jeffrey bowyer-chapman, mapuana makia",2021,1.0,season,3.5262054507337526
ds114,"mira, royal detective","leela ladnier, utkarsh ambudkar, roshni edwards, kal penn, kamran lucas",2020,2.0,season,3.4804347826086954
ds115,pepper ann,"kathleen wilhoite, clea lewis, danny cooksey, pamela segall, april winchell, don adams",1997,3.0,season,3.5357142857142856
ds116,the incredible dr. pol,"rick robles, dr. pol",2011,19.0,season,3.558601134215501
ds117,happier than ever: a love letter to los angeles,"billie eilish, finneas",2021,66.0,min,3.478401727861771
ds118,x-men: dark phoenix,"james mcavoy, michael fassbender, jennifer lawrence, nicholas hoult, sophie turner, tye sheridan",2019,115.0,min,3.4358695652173914
ds119,alaska animal rescue,victoria vosburg,2019,2.0,season,3.4852320675105486
ds120,dug days,"bob peterson, ed asner, jordan nagai",2021,1.0,season,3.531798245614035
ds121,cruella,"emma stone, emma thompson, joel fry, paul walter hauser, emily beecham, kirby howell-baptiste",2021,137.0,min,3.4927685950413223
ds122,dan in real life,"steve carell, juliette binoche, dane cook, john mahoney, emily blunt, alison pill",2007,99.0,min,3.4342105263157894
ds123,disney princess remixed - an ultimate princess celebration,"txunamy oriz, natalie peyser, dara reneé, frankie rodriguez, julia lester, ruth righi",2021,22.0,min,3.4948132780082988
ds124,marvel one-shot: all hail the king,"ben kingsley, scoot mcnairy, lester speight, sam rockwell, matt gerald, allen maldonado",2014,14.0,min,3.513157894736842
ds125,underdog,"jason lee, amy adams, jim belushi, peter dinklage, patrick warburton, alex neuberger",2007,85.0,min,3.587473002159827
ds126,dr. k's exotic animal er,"dr. susan kelleher, art edmonds",2014,9.0,season,3.563304721030043
ds127,gigantosaurus,"dylan schombing, áine sunderland, nahanni mitchell, nicholas holmes",2018,2.0,season,3.5583173996175907
ds128,life below zero: next generation,mocean melvin,2020,2.0,season,3.475
ds129,eragon,"ed speleers, jeremy irons, sienna guillory, robert carlyle, john malkovich, garrett hedlund",2006,104.0,min,3.5085653104925054
ds130,growing up animal,tracee ellis ross,2021,1.0,season,3.5088582677165356
ds131,fantastic four,"ioan gruffudd, jessica alba, chris evans, michael chiklis, julian mcmahon, kerry washington",2005,106.0,min,3.558282208588957
ds132,x-men,"patrick stewart, hugh jackman, ian mckellen, halle berry, famke janssen, james marsden",2000,105.0,min,3.451983298538622
ds133,america's funniest home videos: animal edition,alfonso ribeiro,2021,1.0,season,3.5275330396475773
ds134,chicken squad,"ramone hamilton, gabriella graves, maxwell simkins, yvette nicole brown",2021,1.0,season,3.4844398340248963
ds135,disney presents goofy in how to stay at home,"bill farmer, corey burton",2021,1.0,season,3.498898678414097
ds136,gabby duran and the unsittables,"kylie cantrall, maxwell donovan, callan farris, coco christo, valery ortiz, nathan lovejoy",2018,2.0,season,3.520408163265306
ds137,what if...?,,2021,1.0,season,3.520661157024793
ds138,beverly hills chihuahua 2,"george lopez, odette yustman, miguel ferrer, ernie hudson, loretta devine, jon huertas",2011,88.0,min,3.5
ds139,beverly hills chihuahua 3: viva la fiesta!,"george lopez, odette annable, ernie hudson, miguel ferrer, kay panabaker, tom kenny",2012,92.0,min,3.5664414414414414
ds140,killer shark vs killer whale,edward marcoux,2021,44.0,min,3.615138592750533
ds141,mrs. doubtfire,"robin williams, sally field, pierce brosnan, harvey fierstein, polly holliday, lisa jakub",1993,126.0,min,3.5946547884187083
ds142,cesar millan: better human better dog,dustin rubin,2021,1.0,season,3.442857142857143
ds143,walt disney animation studios: short circuit experimental films,,2020,2.0,season,3.5563241106719365
ds144,built for mars: the perseverance rover,steven french,2021,88.0,min,3.566473988439306
ds145,garfield,"breckin meyer, jennifer love hewitt, stephen tobolowsky, bill murray, evan arnold, mark lawrence",2004,82.0,min,3.5223880597014925
ds146,chip 'n' dale: park life,"matthew géczy, kaycie chase, bill farmer, sylvain caruso",2021,1.0,season,3.467880085653105
ds147,critter fixers: country vets,sullivan jones,2020,2.0,season,3.458592132505176
ds148,disney junior t.o.t.s.,"vanessa williams, megan hilty, jet jurgensmeyer, christian simon",2018,2.0,season,3.546875
ds149,mickey mouse funhouse,"bret iwan, kaitlyn robrock, bill farmer, tony anselmo, tress macneille, harvey guillén",2021,1.0,season,3.50625
ds150,minnie's bow-toons: party palace pals,"tress macneille, nika futterman, kaitlyn robrock",2021,1.0,season,3.538144329896907
ds151,turning the tables with robin roberts,robin roberts,2021,1.0,season,3.494517543859649
ds152,ice age: the meltdown,"ray romano, john leguizamo, denis leary, seann william scott, josh peck, queen latifah",2006,94.0,min,3.6464435146443517
ds153,playing with sharks,"valerie taylor, dr. sylvia earle, jeremiah sullivan, wendy benchley, jean michel cousteau, michele hall",2021,91.0,min,3.556701030927835
ds154,shark vs. surfer,billy lloyd,2020,44.0,min,3.5908141962421714
ds155,shark vs. whale,ted stewart,2020,44.0,min,3.6003898635477585
ds156,stuntman,eddie braun,2021,87.0,min,3.4844444444444442
ds157,walking with dinosaurs: the movie,"john leguizamo, justin long, tiya sircar, skyler stone, angourie rice, charlie rowe",2013,88.0,min,3.4767441860465116
ds158,what the shark?,robert davi,2020,44.0,min,3.4871244635193133
ds159,behind the attraction,paget brewster,2021,1.0,season,3.5504032258064515
ds160,disney the owl house,"sarah-nicole robles, wendie malick, alex hirsch, tati gabrielle, issac brown, mae whitman",2020,2.0,season,3.4876796714579057
ds161,meet spidey and his amazing friends (shorts),"ben valic, melanie minichino",2021,1.0,season,3.5208816705336425
ds162,mission force one,"justin felbinger, fiona bishop, ivy bishop, issac ryan brown, sam lavagnino, dee bradley baker",2017,1.0,season,3.6208920187793425
ds163,turner & hooch,"josh peck, carra patterson, lyndsy fonseca, vanessa lengies, brandon jay mclaren, anthony ruivivar",2021,1.0,season,3.506289308176101
ds164,most wanted sharks,,2020,44.0,min,3.5505263157894738
ds165,secrets of the bull shark,keston john,2020,44.0,min,3.5522243713733075
ds166,shark attack files,,2021,1.0,season,3.533797216699801
ds167,shark attack investigation: the paige winter story,,2021,44.0,min,3.4640657084188913
ds168,sharkcano,dan nachtrab,2020,44.0,min,3.609278350515464
ds169,we bought a zoo,"matt damon, scarlett johansson, thomas haden church, patrick fugit, colin ford, elle fanning",2011,125.0,min,3.5960743801652892
ds170,world's biggest bullshark,jason hildebrandt,2021,44.0,min,3.543186180422265
ds171,world's most dangerous shark?,brain cade,2021,44.0,min,3.515418502202643
ds172,so random!,"tiffany thornton, sterling knight, brandon mychal smith, doug brochu, allisyn ashley arm",2011,1.0,season,3.536717062634989
ds173,flicka,"alison lohman, tim mcgraw, maria bello, ryan kwanten, danny pino, dallas roberts",2006,95.0,min,3.4355555555555557
ds174,"miraculous world: shanghai, the legend of ladydragon","cristina 'vee"" valenzuela, bryce papenbrook, keith silverstein, carrie keranen, todd haberkorn, max mittelman",2021,54.0,min,3.514038876889849
ds175,orca vs. great white,"kina scollay, ingrid visser, ray robertson",2021,44.0,min,3.567099567099567
ds176,rogue shark?,mocean melvin,2021,44.0,min,3.593612334801762
ds177,shark beach with chris hemsworth,chris hemsworth,2021,44.0,min,3.5233265720081137
ds178,shark gangs,,2021,44.0,min,3.5160965794768613
ds179,the croc that ate jaws,dan nachtrab,2021,44.0,min,3.557
ds180,when sharks attack,eric meyers,2013,7.0,season,3.3996101364522415
ds181,breaking bobby bones,bobby bones,2021,1.0,season,3.5675675675675675
ds182,mickey mouse mixed-up adventures,"bret iwan, russi taylor, bill farmer, daniel ross, tress macneile",2019,1.0,season,3.5451745379876796
ds183,monsters at work,"billy crystal, john goodman, ben feldman, mindy kaling, henry winkler, lucas neff",2021,1.0,season,3.544724770642202
ds184,"the good, the bart, and the loki","dan castellaneta, nancy cartwright, yeardley smith",2021,6.0,min,3.518924302788845
ds185,disney raven's home,"raven-symoné , issac brown, navia robinson, jason maybaum, sky katz, anneliese van der pol",2016,4.0,season,3.550595238095238
ds186,the sandlot,"art la fleur, tom guiry, mike vitar, patrick renna, chauncey leopardi, marty york",1993,101.0,min,3.591295116772824
ds187,the sandlot 2,"max lloyd-jones, james willson, samantha burton, brett kelly, james earl jones, cole evan weiss",2005,98.0,min,3.647751605995717
ds188,adventures in babysitting,"elisabeth shue, maia brewton, keith coogan, anthony rapp, calvin levels, vincent phillip d'onofrio",1987,102.0,min,3.5621414913957934
ds189,running wild with bear grylls,bear grylls,2019,2.0,season,3.5435684647302903
ds190,the mysterious benedict society,"tony hale, kristen schaal, mystic inscho, seth carr, marta kessler, emmy deoliveira",2021,1.0,season,3.530066815144766
ds191,wolfgang,wolfgang puck,2021,80.0,min,3.4571984435797667
ds192,dino ranch,"tyler nathan, jacob mazeral, ava ro, scott gorman, athena karkanis",2021,1.0,season,3.4867256637168142
ds193,disney just roll with it,"ramon reed, kaylin hayman, suzi barrett, tobie windham",2018,2.0,season,3.504201680672269
ds194,"heartland docs, dvm","dr. erin schroeder, dr. ben schroeder",2019,3.0,season,3.5485148514851486
ds195,luca,"jacob tremblay, jack dylan grazer, emma berman, maya rudolph, marco barricelli, jim gaffigan",2021,101.0,min,3.5318725099601593
ds196,star wars vintage: droids,"anthony daniels, r2-d2, lesleh donaldson, andrew sabiston, don francks, dan hennessey",1985,2.0,season,3.50752688172043
ds197,puppy dog pals,"harland williams, isaac brown, jessica dicicco, sam lavagnino, leslie baker, tara strong",2016,4.0,season,3.5241228070175437
ds198,strange magic,"alan cumming, evan rachel wood, elijah kelley, meredith anne bull, sam palladio, kristin chenoweth",2015,101.0,min,3.547422680412371
ds199,the happiest millionaire,"fred macmurray, tommy steele, greer garson, geraldine page, gladys cooper, hermione baddeley",1967,170.0,min,3.613680154142582
ds200,the pacifier,"vin diesel, lauren graham, faith ford, brittany snow, max thieriot, chris potter",2005,97.0,min,3.5855670103092785
ds201,zenimation,,2020,2.0,season,3.4977064220183487
ds202,loki,tom hiddleston,2021,1.0,season,3.4588744588744587
ds203,gordon ramsay: uncharted,gordon ramsay,2018,3.0,season,3.587719298245614
ds204,muppet babies,"matt danner, melanie harrison, ben diskin, eric bauza, dee baker, jessica dicicco",2017,3.0,season,3.5757575757575757
ds205,raya and the last dragon,"kelly marie tran, awkwafina , izaac wang, gemma chan, daniel dae kim, benedict wong",2021,112.0,min,3.5095693779904304
ds206,red tails,"terrence howard, cuba gooding jr., nate parker, david oyelowo, tristan wilds, ne-yo",2012,126.0,min,3.5869074492099324
ds207,us again,,2021,7.0,min,3.5
ds208,american eid,"shanessa khawaja, jenna qureshi, cash herrera, fazeelat aslam, maya bednarek, iris starlett perry",2021,21.0,min,3.5749486652977414
ds209,bluey,"dave mccormack, melanie zanetti, brad elliot, hsiao-ling tang",2019,2.0,season,3.4269230769230767
ds210,dinner is served,"qi sun, briana liu, ben wang, harry jarvis, ray wise, dejean brown",2021,21.0,min,3.5216535433070866
ds211,disney sydney to the max,"ruth righi, ava kolker, jackson dollinger, christian simon, ian kesler, caroline rhea",2018,3.0,season,3.5831622176591376
ds212,growing fangs,"keyla monterroso mejia, cristela alonzo, grace song, olivia sullivent, gilberto ortiz, sean burgos",2021,20.0,min,3.5347222222222223
ds213,kingdom of the polar bears,dennis compayre,2021,1.0,season,3.512847965738758
ds214,let's be tigers,"otmara marrero, dash mccloud, greg worswick, mike millan",2021,15.0,min,3.586497890295359
ds215,the last of the chupacabras,"melba martinez ph.d, cici lau, seven true-divine purnell, william knight, amanda maddock, ronald binion",2021,14.0,min,3.589795918367347
ds216,the little prince(ss),"kalo moss, ching yin ryan hu, evan lai, brian yang, lynn chen, danni wang",2021,19.0,min,3.4610655737704916
ds217,wicked tuna,mike rowe,2016,10.0,season,3.534516765285996
ds218,big city greens,"chris houghton, marieve herington, bob joles, artemis pebdani",2017,2.0,season,3.547356828193833
ds219,fury files,chi mcbride,2013,1.0,season,3.6115702479338845
ds220,ice road rescue,"david wartnaby, bjørn lægreid, thord paulsen",2015,5.0,season,3.5987654320987654
ds221,tinker bell and the legend of the neverbeast,"ginnifer goodwin, mae whitman, rosario dawson, lucy liu, raven-symoné , megan hilty",2014,79.0,min,3.542105263157895
ds222,schoolhouse rock!,"bob dorough, jack sheldon, lynn ahrens, grady tate, blossom dearie, essra mohawk",1973,6.0,season,3.574626865671642
ds223,disney special agent oso: three healthy steps (shorts),"sean astin, meghan strange, phill lewis, amber hood, brad garrett",2011,1.0,season,3.533557046979866
ds224,race to the center of the earth,chris payne gilbert,2021,1.0,season,3.4626696832579187
ds225,special agent oso,"sean astin, meghan strange, gary anthony williams, amber hood, cam clarke, phill lewis",2009,2.0,season,3.5510204081632653
ds226,x-men: the last stand,"hugh jackman, halle berry, ian mckellen, famke janssen, anna paquin, kelsey grammer",2006,105.0,min,3.5616438356164384
ds227,the incredible hulk,"neal mcdonough, john vernon, luke perry, lou ferrigno, genie francis",1996,2.0,season,3.4799154334038054
ds228,fantastic four: rise of the silver surfer,"ioan gruffudd, jessica alba, chris evans, michael chiklis, julian mcmahon, kerry washington",2007,93.0,min,3.4229122055674517
ds229,wander over yonder,"jack mcbrayer, april winchell, keith ferguson, tom kenny",2013,2.0,season,3.4893162393162394
ds230,wild hearts can't be broken,"gabrielle anwar, michael schoeffling, kathleen york, dylan kussman, cliff robertson, frank renzulli",1991,89.0,min,3.5765199161425576
ds231,"maggie simpson in ""the force awakens from its nap""",,2021,4.0,min,3.460727969348659
ds232,star wars biomes,,2021,18.0,min,3.5656063618290257
ds233,star wars vehicle flythroughs,,2021,1.0,season,3.420892494929006
ds234,the bad batch,dee bradley baker,2021,1.0,season,3.5953947368421053
ds235,spider-man,"christopher daniel barnes, edward asner, linda gray, rodney saulsberry, liz georges, saratoga ballantine",1994,5.0,season,3.569742489270386
ds236,22 vs. earth,"tina fey, richard ayoade, alice braga",2021,9.0,min,3.5010917030567685
ds237,adventures in wonderland,"patrick richwood, reece holland, john robert hoffman, wesley mann, harry waters jr., john lovelady",1996,1.0,season,3.527950310559006
ds238,disney my music story sukimaswitch,"takuya ohashi, shintaro tokita",2020,81.0,min,3.5218253968253967
ds239,ducktales,"david tennant, danny pudi, ben schwartz, bobby moynihan, kate micucci, tony anselmo",2017,3.0,season,3.5873684210526315
ds240,oklahoma!,"gordon macrae, gloria grahame, gene nelson",1956,148.0,min,3.527114967462039
ds241,baby's day out,"joe mantegna, lara flynn boyle, joe pantoliano, brian haley, cynthia nixon, fred dalton thompson",1994,99.0,min,3.4967811158798283
ds242,being the queen,,2020,44.0,min,3.6114942528735634
ds243,liv and maddie,"dove cameron, joey bragg, tenzing norgay trainor, kali rocha, benjamin king",2013,4.0,season,3.6313559322033897
ds244,secrets of the whales,"sigourney weaver, james cameron, brian skerry",2021,1.0,season,3.4652777777777777
ds245,big shot,"john stamos, jessalyn gilsig, yvette nicole brown, richard robichaux, sophia mitri schloss, nell verlaque",2021,1.0,season,3.498960498960499
ds246,earth moods,,2021,1.0,season,3.5878995433789953
ds247,primal survivor,hazen audel,2014,5.0,season,3.468330134357006
ds248,rio,"anne hathaway, jesse eisenberg, will.i.am , jamie foxx, george lopez, tracy morgan",2011,99.0,min,3.477894736842105
